key,time,commitTime,PythonfileNum,pythonFile
#5003,2017-02-28 00:01:52,2017-03-15 13:16:27,3,"['kivy/core/window/window_sdl2.py', 'examples/keyboard/main.py', 'kivy/uix/vkeyboard.py']"
#4949,2017-01-27 23:11:13,2017-03-01 22:50:19,3,"['doc/autobuild.py', 'kivy/__init__.py', 'setup.py']"
#4898,2019-04-23 02:22:50,2019-04-24 20:24:11,2,"['kivy/uix/behaviors/togglebutton.py', 'kivy/uix/checkbox.py']"
#4858,2017-01-05 00:48:10,2017-01-05 01:48:09,3,"['kivy/core/text/__init__.py', 'kivy/core/text/markup.py', 'kivy/uix/label.py']"
#4815,2016-12-17 07:50:53,2016-12-17 11:24:43,11,"['kivy/__init__.py', 'kivy/core/spelling/spelling_osxappkit.py', 'kivy/core/text/__init__.py', 'kivy/core/window/window_sdl2.py', 'kivy/multistroke.py', 'kivy/uix/behaviors/compoundselection.py', 'kivy/uix/behaviors/focus.py', 'kivy/uix/dropdown.py', 'kivy/uix/gesturesurface.py', 'kivy/uix/layout.py', 'kivy/uix/popup.py']"
#4813,2016-12-26 19:28:24,2016-12-26 20:28:24,4,"['kivy/config.py', 'kivy/core/text/__init__.py', 'kivy/uix/label.py', 'kivy/uix/textinput.py']"
#4695,2016-11-01 09:48:54,2016-10-29 13:13:56,2,"['kivy/animation.py', 'kivy/tests/test_animations.py']"
#4578,2016-09-02 17:41:38,2016-09-02 19:41:38,28,"['doc/gallery.py', 'examples/widgets/asyncimage.py', 'examples/widgets/unicode_textinput.py', 'kivy/atlas.py', 'kivy/cache.py', 'kivy/core/audio/audio_pygame.py', 'kivy/core/video/video_pyglet.py', 'kivy/core/window/__init__.py', 'kivy/core/window/window_pygame.py', 'kivy/graphics/__init__.py', 'kivy/input/postproc/dejitter.py', 'kivy/input/providers/androidjoystick.py', 'kivy/lang/builder.py', 'kivy/modules/console.py', 'kivy/modules/inspector.py', 'kivy/modules/screen.py', 'kivy/multistroke.py', 'kivy/parser.py', 'kivy/tests/common.py', 'kivy/tests/test_uix_textinput.py', 'kivy/tools/packaging/pyinstaller_hooks/__init__.py', 'kivy/uix/accordion.py', 'kivy/uix/behaviors/drag.py', 'kivy/uix/gesturesurface.py', 'kivy/uix/label.py', 'kivy/uix/screenmanager.py', 'kivy/uix/settings.py', 'kivy/uix/vkeyboard.py']"
#4523,2016-08-10 19:44:12,2016-08-10 18:20:59,7,"['kivy/uix/recycleboxlayout.py', 'kivy/uix/recyclegridlayout.py', 'kivy/uix/recyclelayout.py', 'kivy/uix/recycleview/__init__.py', 'kivy/uix/recycleview/datamodel.py', 'kivy/uix/recycleview/layout.py', 'kivy/uix/recycleview/views.py']"
#4454,2017-12-29 12:02:00,2017-12-29 13:01:40,2,"['kivy/uix/effectwidget.py', 'kivy/uix/screenmanager.py']"
#3901,2017-11-16 23:22:20,2017-11-17 00:22:19,2,"['kivy/uix/behaviors/__init__.py', 'kivy/uix/behaviors/touchripple.py']"
#3594,2016-12-17 17:39:54,2016-12-17 18:58:08,4,"['doc/autobuild.py', 'kivy/__init__.py', 'kivy/tools/__init__.py', 'setup.py']"
#3097,2016-11-10 00:37:42,2016-11-10 01:34:47,2,"['kivy/modules/cursor.py', 'kivy/modules/touchring.py']"
#2616,2016-06-10 13:39:41,2016-06-10 16:39:30,2,"['kivy/config.py', 'kivy/core/window/__init__.py']"
#1578,2017-12-29 12:01:59,2017-12-29 13:01:40,2,"['kivy/uix/effectwidget.py', 'kivy/uix/screenmanager.py']"
#180,2020-06-01 17:12:37,2017-11-02 23:53:54,4,"['examples/shader/plasma.py', 'examples/shader/rotated.py', 'examples/shader/shadertree.py', 'kivy/core/window/__init__.py']"
#7,2011-03-16 15:50:48,2017-12-29 13:01:40,2,"['kivy/uix/effectwidget.py', 'kivy/uix/screenmanager.py']"
