key,time,commitTime,PythonfileNum,pythonFile
#5425,2019-07-04 22:02:50,2019-07-05 00:02:26,5,"['electrum/gui/qt/address_list.py', 'electrum/gui/qt/contact_list.py', 'electrum/gui/qt/history_list.py', 'electrum/gui/qt/main_window.py', 'electrum/gui/qt/util.py']"
#5422,2019-06-12 16:10:13,2019-06-12 18:09:38,4,"['electrum/bip32.py', 'electrum/tests/test_commands.py', 'electrum/tests/test_wallet.py', 'electrum/wallet.py']"
#5420,2019-07-02 19:22:08,2019-07-02 21:21:39,2,"['electrum/base_wizard.py', 'electrum/plugins/trezor/trezor.py']"
#5407,2019-06-05 14:31:02,2019-06-05 16:29:33,2,"['electrum/gui/qt/main_window.py', 'electrum/paymentrequest.py']"
#5405,2019-06-04 17:31:11,2019-06-04 19:20:31,2,"['electrum/gui/kivy/main_window.py', 'electrum/gui/kivy/uix/dialogs/qr_dialog.py']"
#5393,2019-06-05 17:40:46,2019-06-05 19:40:33,2,"['electrum/paymentrequest.py', 'electrum/util.py']"
#5391,2019-05-31 02:09:28,2019-05-31 04:09:03,7,"['electrum/base_wizard.py', 'electrum/gui/qt/util.py', 'electrum/plugin.py', 'electrum/plugins/hw_wallet/plugin.py', 'electrum/plugins/hw_wallet/qt.py', 'electrum/plugins/trezor/clientbase.py', 'electrum/plugins/trezor/trezor.py']"
#5380,2019-05-26 15:01:18,2019-05-26 17:01:01,2,"['electrum/base_wizard.py', 'electrum/plugin.py']"
#5379,2019-11-23 18:49:33,2019-11-23 13:30:05,5,"['electrum/commands.py', 'electrum/gui/kivy/uix/dialogs/lightning_open_channel.py', 'electrum/gui/qt/main_window.py', 'electrum/lnpeer.py', 'electrum/lnworker.py']"
#5374,2019-12-26 23:14:00,2019-05-27 20:24:09,2,"['electrum/gui/qt/main_window.py', 'electrum/gui/qt/request_list.py']"
#5366,2019-05-21 07:52:06,2019-05-20 23:53:57,2,"['electrum/keystore.py', 'electrum/tests/test_transaction.py']"
#5365,2019-06-03 20:22:14,2019-06-03 22:21:53,2,"['electrum/gui/qt/address_list.py', 'electrum/gui/qt/utxo_list.py']"
#5342,2019-05-13 20:57:05,2019-05-13 23:20:48,2,"['electrum/wallet.py', 'electrum/gui/qt/__init__.py']"
#5337,2020-01-22 18:32:58,2020-01-01 06:23:51,3,"['electrum/network.py', 'electrum/util.py', 'electrum/paymentrequest.py']"
#5334,2019-05-14 13:47:09,2019-05-14 15:32:57,3,"['electrum/base_wizard.py', 'electrum/plugins/trustedcoin/qt.py', 'electrum/gui/qt/installwizard.py']"
#5331,2019-05-13 17:21:54,2019-05-13 19:21:26,2,"['electrum/json_db.py', 'electrum/tests/test_storage_upgrade.py']"
#5295,2019-04-28 04:31:21,2019-04-28 06:31:01,3,"['electrum/gui/qt/__init__.py', 'electrum/gui/qt/main_window.py', 'electrum/gui/qt/util.py']"
#5290,2019-04-25 12:35:37,2019-04-25 14:35:16,2,"['electrum/bitcoin.py', 'electrum/tests/test_bitcoin.py']"
#5283,2019-06-05 14:29:55,2019-06-05 16:29:33,2,"['electrum/gui/qt/main_window.py', 'electrum/paymentrequest.py']"
#5278,2020-04-16 19:20:09,2020-04-16 21:12:23,4,"['electrum/gui/kivy/main_window.py', 'electrum/gui/qt/network_dialog.py', 'electrum/interface.py', 'electrum/network.py']"
#5251,2019-04-17 12:18:53,2019-04-17 14:18:36,2,"['electrum/gui/qt/main_window.py', 'electrum/gui/qt/paytoedit.py']"
#5228,2019-04-05 13:59:15,2019-04-05 18:59:14,5,"['electrum/gui/qt/address_list.py', 'electrum/gui/qt/history_list.py', 'electrum/gui/qt/invoice_list.py', 'electrum/gui/qt/request_list.py', 'electrum/gui/qt/utxo_list.py']"
#5222,2019-03-26 15:39:01,2019-03-26 16:38:32,2,"['electrum/gui/qt/invoice_list.py', 'electrum/paymentrequest.py']"
#5221,2019-03-25 22:38:04,2019-03-25 23:36:52,4,"['electrum/network.py', 'electrum/plugins/trustedcoin/qt.py', 'electrum/plugins/trustedcoin/trustedcoin.py', 'electrum/util.py']"
#5184,2019-03-16 19:05:30,2019-03-16 20:05:10,2,"['electrum/plugins/trustedcoin/qt.py', 'electrum/plugins/trustedcoin/trustedcoin.py']"
#5177,2019-03-04 16:24:17,2019-03-04 17:23:43,7,"['electrum/base_wizard.py', 'electrum/daemon.py', 'electrum/gui/kivy/main_window.py', 'electrum/gui/kivy/uix/dialogs/installwizard.py', 'electrum/gui/qt/installwizard.py', 'electrum/storage.py', 'electrum/wallet.py']"
#5174,2019-03-08 15:28:54,2019-03-04 02:08:23,4,"['electrum/base_wizard.py', 'electrum/gui/qt/__init__.py', 'electrum/gui/qt/installwizard.py', 'electrum/storage.py']"
#5121,2019-06-05 14:31:09,2019-06-05 16:29:33,2,"['electrum/gui/qt/main_window.py', 'electrum/paymentrequest.py']"
#4905,2020-05-01 05:00:21,2020-05-01 06:56:21,5,"['electrum/daemon.py', 'electrum/gui/qt/main_window.py', 'electrum/gui/qt/update_checker.py', 'electrum/base_crash_reporter.py', 'electrum/gui/qt/exception_window.py']"
#4833,2020-05-22 14:26:21,2020-05-22 16:25:33,2,"['electrum/lnworker.py', 'electrum/wallet.py']"
#4832,2020-04-07 16:59:20,2020-04-07 18:56:14,9,"['electrum/plugins/coldcard/cmdline.py', 'electrum/plugins/hw_wallet/cmdline.py', 'electrum/plugins/hw_wallet/plugin.py', 'electrum/plugins/keepkey/clientbase.py', 'electrum/plugins/keepkey/qt.py', 'electrum/plugins/safe_t/clientbase.py', 'electrum/plugins/safe_t/qt.py', 'electrum/plugins/trezor/clientbase.py', 'electrum/plugins/trezor/qt.py']"
#4831,2021-01-24 07:05:05,2021-01-24 06:45:48,2,"['electrum/gui/qt/settings_dialog.py', 'electrum/util.py']"
#4824,2020-04-15 19:45:53,2020-04-15 21:41:33,6,"['electrum/interface.py', 'electrum/lnpeer.py', 'electrum/lntransport.py', 'electrum/lnworker.py', 'electrum/tests/test_lntransport.py', 'electrum/util.py']"
#4777,2019-06-27 03:00:43,2020-05-14 20:16:01,2,"['electrum/gui/qt/request_list.py', 'electrum/gui/qt/main_window.py']"
#4638,2019-04-25 12:25:47,2019-04-19 00:37:28,4,"['electrum/bitcoin.py', 'electrum/plugins/ledger/ledger.py', 'electrum/tests/test_bitcoin.py', 'electrum/transaction.py']"
#4597,2019-06-29 03:27:57,2019-06-29 05:27:28,6,"['electrum/gui/qt/amountedit.py', 'electrum/gui/qt/installwizard.py', 'electrum/gui/qt/main_window.py', 'electrum/gui/qt/network_dialog.py', 'electrum/gui/qt/util.py', 'electrum/plugins/hw_wallet/qt.py']"
#4528,2019-09-10 19:18:55,2019-09-10 21:17:15,4,"['electrum/gui/kivy/main_window.py', 'electrum/gui/kivy/uix/dialogs/wallets.py', 'electrum/gui/qt/installwizard.py', 'electrum/storage.py']"
#4496,2021-01-13 09:05:52,2020-11-29 11:43:33,2,"['electrum/plugins/trustedcoin/kivy.py', 'electrum/plugins/trustedcoin/trustedcoin.py']"
#4481,2019-05-11 00:08:39,2019-05-11 02:08:15,2,"['electrum/tests/test_wallet.py', 'electrum/wallet.py']"
#4326,2021-01-02 10:48:33,2021-01-02 11:48:15,2,"['electrum/gui/kivy/uix/dialogs/installwizard.py', 'electrum/gui/kivy/uix/dialogs/seed_options.py']"
#4128,2020-09-11 11:44:21,2020-09-11 13:09:30,3,"['electrum/bitcoin.py', 'electrum/keystore.py', 'electrum/tests/test_wallet.py']"
#3812,2019-05-27 18:24:28,2019-05-27 20:24:09,2,"['electrum/gui/qt/main_window.py', 'electrum/gui/qt/request_list.py']"
#3652,2019-06-20 20:43:22,2019-06-20 18:37:22,5,"['electrum/gui/kivy/uix/dialogs/bump_fee_dialog.py', 'electrum/gui/kivy/uix/dialogs/tx_dialog.py', 'electrum/gui/qt/main_window.py', 'electrum/tests/test_wallet_vertical.py', 'electrum/wallet.py']"
#3377,2020-04-01 19:10:50,2020-04-01 21:05:19,8,"['electrum/base_wizard.py', 'electrum/gui/qt/installwizard.py', 'electrum/plugins/digitalbitbox/digitalbitbox.py', 'electrum/plugins/hw_wallet/plugin.py', 'electrum/plugins/keepkey/keepkey.py', 'electrum/plugins/ledger/ledger.py', 'electrum/plugins/safe_t/safe_t.py', 'electrum/plugins/trezor/trezor.py']"
#3254,2020-05-22 14:26:21,2020-05-22 16:25:33,2,"['electrum/lnworker.py', 'electrum/wallet.py']"
#2405,2020-03-01 08:15:11,2020-03-01 09:14:50,4,"['electrum/bitcoin.py', 'electrum/gui/qt/locktimeedit.py', 'electrum/gui/qt/transaction_dialog.py', 'electrum/lnpeer.py']"
#1927,2019-06-29 03:27:58,2019-06-29 05:27:28,6,"['electrum/gui/qt/amountedit.py', 'electrum/gui/qt/installwizard.py', 'electrum/gui/qt/main_window.py', 'electrum/gui/qt/network_dialog.py', 'electrum/gui/qt/util.py', 'electrum/plugins/hw_wallet/qt.py']"
#1685,2020-03-01 08:15:11,2020-03-01 09:14:50,4,"['electrum/bitcoin.py', 'electrum/gui/qt/locktimeedit.py', 'electrum/gui/qt/transaction_dialog.py', 'electrum/lnpeer.py']"
#1298,2015-06-15 08:44:04,2019-08-09 19:54:09,2,"['electrum/plugins/ledger/auth2fa.py', 'electrum/plugins/ledger/ledger.py']"
#849,2014-09-19 18:23:39,2019-11-07 03:43:00,2,"['electrum/transaction.py', 'electrum/bitcoin.py']"
#159,2013-03-12 13:25:38,2019-05-05 02:14:07,2,"['electrum/gui/qt/__init__.py', 'electrum/gui/qt/stylesheet_patcher.py']"
